"0","### biblioteki"
"0","library(readr)"
"0","library(psych)"
"0","library(naniar)"
"0","library(corrplot)"
"0","library(e1071)"
"0","library(polycor)"
"0",""
"0","X1year <- read_csv(""../dane/1year.csv"", col_types = cols(Attr1 = col_double(), Attr2 = col_double(),"
"0","                                                      Attr3 = col_double(), Attr4 = col_double(),"
"0","                                                      Attr5 = col_double(), Attr6 = col_double(),"
"0","                                                      Attr7 = col_double(), Attr8 = col_double(),"
"0","                                                      Attr9 = col_double(), Attr10 = col_double(),"
"0","                                                      Attr11 = col_double(), Attr12 = col_double(),"
"0","                                                      Attr13 = col_double(), Attr14 = col_double(),"
"0","                                                      Attr15 = col_double(), Attr16 = col_double(),"
"0","                                                      Attr17 = col_double(), Attr18 = col_double(),"
"0","                                                      Attr19 = col_double(), Attr20 = col_double(),"
"0","                                                      Attr21 = col_double(), Attr22 = col_double(),"
"0","                                                      Attr23 = col_double(), Attr24 = col_double(),"
"0","                                                      Attr25 = col_double(), Attr26 = col_double(), "
"0","                                                      Attr27 = col_double(), Attr28 = col_double(),"
"0","                                                      Attr29 = col_double(), Attr30 = col_double(),"
"0","                                                      Attr31 = col_double(), Attr32 = col_double(), "
"0","                                                      Attr33 = col_double(), Attr34 = col_double(),"
"0","                                                      Attr35 = col_double(), Attr36 = col_double(),"
"0","                                                      Attr37 = col_double(), Attr38 = col_double(),"
"0","                                                      Attr39 = col_double(), Attr40 = col_double(), "
"0","                                                      Attr41 = col_double(), Attr42 = col_double(),"
"0","                                                      Attr43 = col_double(), Attr44 = col_double(),"
"0","                                                      Attr45 = col_double(), Attr46 = col_double(), "
"0","                                                      Attr47 = col_double(), Attr48 = col_double(),"
"0","                                                      Attr49 = col_double(), Attr50 = col_double(),"
"0","                                                      Attr51 = col_double(), Attr52 = col_double(),"
"0","                                                      Attr53 = col_double(), Attr54 = col_double(),"
"0","                                                      Attr55 = col_double(), Attr56 = col_double(),"
"0","                                                      Attr57 = col_double(), Attr58 = col_double(),"
"0","                                                      Attr59 = col_double(), Attr60 = col_double(),"
"0","                                                      Attr61 = col_double(), Attr62 = col_double(),"
"0","                                                      Attr63 = col_double(), Attr64 = col_double(), "
"0","                                                      class= col_integer()))"
"0",""
